6	8	9	9	9	8	7	9	10	5
2	9	9	9	8	8	6	9	10	7
6	8	7	8	9	8	8	9	9	8
6	9	9	10	10	8	7	10	10	6
6	10	10	10	10	9	6	9	10	6
1	9	9	10	10	9	9	10	10	8
5	8	9	9	10	7	6	10	10	6
0	8	9	10	9	9	9	10	10	5
4	9	8	10	10	7	9	10	10	9
5	10	10	10	10	10	9	10	10	7
7	10	10	10	10	9	9	10	10	9
6	9	9	9	9	9	10	10	9	8
5	8	8	10	10	10	10	10	10	10
0	9	8	10	9	6	8	10	10	7
3	9	8	10	9	9	5	8	9	5
5	9	9	9	10	8	8	10	9	10
4	9	9	8	10	8	8	9	10	9
