4,6,8,6,7,7,6,8,7,6
3,8,7,8,9,8,7,8,9,6
0,8,7,9,9,7,9,8,8,5
5,7,7,8,9,7,9,8,8,8
3,8,7,9,9,7,9,7,8,6
3,7,6,7,6,6,6,7,6,5
0,6,5,7,7,5,6,6,6,4
0,7,7,7,7,8,5,7,10,6
0,7,6,6,7,6,7,5,7,5
3,6,5,7,7,4,6,7,7,6
0,7,7,8,8,6,7,9,7,5
0,8,7,9,10,7,9,9,8,5
4,6,7,8,8,6,6,7,7,5
5,7,6,7,7,7,7,7,7,6
3,7,7,8,7,6,6,8,8,8
