0,7,4,5,5,5,5,5,5,7,48
0,4,4,4,4,4,5,4,5,4,38
5,7,7,3,6,5,7,6,7,8,61
5,6,6,5,5,6,5,6,5,9,58
0,4,2,4,4,3,5,4,5,2,33
4,8,6,6,6,5,5,5,8,4,57
2,5,2,3,4,4,4,6,3,4,37
2,7,5,5,5,3,4,5,4,2,42
0,5,1,1,4,2,5,3,3,4,28
0,5,4,5,6,5,5,5,8,5,48
