9,5,9,4,5,8,7,5,9,7
6,3,5,3,5,6,4,5,6,4
9,6,6,7,8,7,9,7,8,7
7,7,7,5,6,6,10,5,8,7
9,6,6,4,7,7,7,4,8,6
8,5,7,5,6,7,7,5,8,6
8,5,6,6,6,8,9,4,6,7
9,5,7,3,4,8,4,3,8,5
10,6,8,5,5,7,6,5,9,5
7,5,7,5,5,5,8,5,7,7
9,5,8,4,4,6,7,5,8,6
9,6,6,4,4,6,7,4,6,6
6,5,6,5,5,5,7,5,5,6
7,5,6,5,5,6,6,4,6,6
8,5,7,5,6,7,4,5,5,6
8,6,7,6,5,6,7,6,6,7
