0,1,3,4,5,4,2,6,2,1
0,5,5,8,8,7,6,6,7,4
0,3,3,7,3,3,3,5,4,2
1,2,2,2,3,2,4,2,2,2
0,3,3,6,4,3,3,6,2,1
2,5,4,5,5,5,5,4,4,2
1,5,4,3,4,5,5,5,4,2
0,3,3,5,4,3,6,4,4,2
0,3,3,0,4,5,5,3,1,0
5,6,2,5,7,5,7,5,6,4
0,2,1,5,5,1,2,4,1,2
0,5,4,5,5,6,3,3,5,2
0,3,3,7,3,2,2,5,5,0
1,3,3,3,3,2,4,4,2,2
2,5,4,5,5,6,6,6,5,5
0,2,0,5,5,3,6,5,3,1
2,5,5,6,6,5,5,5,4,4
1,1,1,3,2,2,5,5,1,1
